0	0	25.99
253	0	26.01
506	0	25.99
757	0	26.01
1010	0	25.99
1263	0	25.96
1515	0	25.96
1768	0	25.99
2021	0	26.00
2274	0	25.99
2527	0	26.00
2779	0	25.99
3032	0	25.99
3285	0	25.97
3538	0	26.00
3790	0	25.97
4042	0	25.97
4295	0	26.01
4548	0	25.96
4800	0	25.94
5053	0	25.95
5306	0	25.99
5559	0	25.98
5811	0	26.02
6064	0	25.84
6317	0	25.99
6570	0	25.93
6822	0	25.99
7075	0	25.99
7327	0	25.75
7580	0	25.93
7833	0	25.98
8085	0	25.99
8338	0	25.65
8591	0	25.99
8844	0	25.95
9096	0	25.97
9349	0	26.04
9602	0	26.01
9855	0	25.97
10107	0	25.97
10360	0	25.99
10612	0	25.95
10865	0	25.85
11118	0	26.00
11370	0	26.01
11623	0	26.02
11876	0	25.99
12129	0	26.00
12382	0	25.97
12634	0	25.86
12887	0	26.02
13140	0	26.04
13393	0	26.00
13646	0	26.03
13897	0	26.01
14150	0	25.99
14403	0	26.01
14656	0	25.94
14909	0	26.02
15161	1	26.00
15414	1	25.44
15667	1	25.99
15920	1	26.01
16173	1	26.03
16425	1	26.00
16678	1	26.01
16931	1	26.01
17183	1	26.05
17436	1	25.98
17688	1	26.00
17941	1	26.03
18194	1	26.06
18447	1	26.01
18700	1	26.01
18952	1	26.01
19205	1	25.97
19458	1	25.99
19711	1	25.98
19964	1	26.02
20216	1	26.02
20468	1	26.00
20721	1	26.01
20974	1	26.00
21227	1	26.01
21479	1	26.04
21732	1	25.91
21985	1	26.04
22238	1	26.02
22491	1	26.00
22743	1	26.04
22996	1	26.03
23249	1	25.96
23502	1	26.01
23754	1	26.01
24006	1	26.03
24259	1	26.00
24512	1	26.00
24765	1	26.02
25018	1	25.99
25270	1	26.02
25523	1	25.99
25776	1	26.02
26029	1	26.08
26282	1	26.03
26534	1	26.03
26787	1	26.04
27039	1	25.97
27292	1	25.99
27545	1	26.05
27797	1	26.04
28050	1	26.03
28303	1	26.01
28556	1	26.00
28809	1	26.05
29061	1	26.06
29314	1	26.03
29567	1	26.04
29820	1	26.04
30073	1	26.04
30324	1	26.03
30577	1	26.05
30830	1	26.05
31083	1	26.06
31336	1	26.09
31589	1	26.02
31841	1	26.10
32094	1	26.08
32347	1	26.06
32600	1	26.03
32853	1	26.11
33105	1	25.40
33358	1	26.07
33610	1	26.08
33863	1	26.04
34116	1	26.10
34368	1	26.01
34621	1	26.11
34874	1	26.08
35127	1	26.13
35380	1	26.09
35632	1	26.10
35885	1	26.08
36138	1	26.10
36391	1	26.12
36644	1	26.08
36895	1	26.11
37148	1	26.13
37401	1	26.09
37654	1	25.48
37907	1	26.10
38159	1	26.11
38412	1	26.11
38665	1	26.13
38918	1	26.13
39171	1	26.10
39423	1	26.12
39676	1	26.14
39929	1	26.10
40181	1	26.11
40434	1	26.15
40687	1	26.11
40939	1	26.17
41192	1	26.09
41445	1	26.12
41698	1	26.13
41951	1	26.08
42203	1	26.09
42456	1	26.11
42709	1	26.15
42962	1	26.14
43215	1	26.17
43466	1	26.14
43719	1	26.11
43972	1	26.19
44225	1	26.14
44478	1	26.16
44730	1	26.17
44983	1	26.20
45236	1	26.15
45489	1	26.19
45742	1	26.17
45995	1	26.19
46247	1	26.20
46500	1	26.17
46752	1	26.15
47005	1	26.24
47258	1	26.20
47510	1	26.16
47763	1	26.20
48016	1	26.15
48269	1	26.20
48522	1	26.24
48774	1	26.22
49027	1	26.17
49280	1	26.19
49533	1	26.20
49786	1	26.20
50037	1	26.24
50290	1	26.13
50543	1	26.21
50796	1	26.21
51049	1	26.19
51301	1	26.22
51554	1	26.25
51807	1	26.16
52060	1	26.26
52313	1	26.13
52565	1	26.24
52818	1	26.22
53071	1	26.20
53324	1	26.20
53576	1	26.25
53829	1	26.24
54081	1	26.24
54334	1	26.27
54587	1	26.20
54840	1	26.14
55093	1	26.25
55345	1	26.24
55598	1	26.26
55851	1	26.24
56104	1	26.26
56357	1	26.27
56608	1	26.28
56861	1	26.30
57114	1	26.28
57367	1	26.26
57620	1	26.28
57872	1	26.33
58125	1	25.65
58378	1	26.32
58631	1	26.31
58884	1	26.28
59136	1	26.25
59389	1	26.31
59642	1	26.30
59895	1	26.30
60147	1	26.04
60400	1	26.33
60652	1	26.04
60905	1	26.31
61158	1	26.33
61411	1	26.32
61664	1	26.33
61916	1	26.31
62169	1	26.30
62422	1	26.34
62675	1	26.32
62928	1	26.33
63180	1	26.30
63432	1	26.33
63685	1	26.33
63938	1	26.33
64191	1	26.33
64443	1	26.32
64696	1	26.32
64949	1	26.33
65202	1	26.38
65455	1	26.32
65707	1	26.40
65960	1	26.34
66213	1	26.34
66466	1	26.40
66718	1	26.35
66971	1	26.39
67223	1	26.36
67476	1	26.37
67729	1	26.40
67982	1	26.38
68235	1	26.39
68487	1	26.42
68740	1	26.37
68993	1	26.37
69246	1	26.41
69499	1	26.41
69751	1	26.38
70003	1	26.41
70256	1	26.37
70509	1	26.42
70762	1	26.41
71014	1	26.42
71267	1	26.42
71520	1	26.37
71773	1	26.42
72026	1	26.37
72278	1	26.42
72531	1	26.43
72784	1	26.41
73037	1	26.45
73289	1	26.48
73541	1	26.42
73794	1	26.42
74047	1	26.37
74300	1	26.43
74553	1	26.42
74806	1	26.40
75058	0	26.42
75311	0	26.42
75564	0	26.22
75817	0	25.92
76070	0	26.45
76322	0	26.45
76574	0	26.45
76827	0	26.44
77080	0	26.44
77333	0	26.47
77585	0	26.46
77838	0	26.44
78091	0	26.41
78344	0	26.44
78597	0	25.92
78849	0	26.51
79102	0	26.40
79355	0	26.49
79608	0	26.48
79860	0	26.46
80113	0	26.55
80365	0	26.49
80618	0	26.46
80871	0	26.30
81124	0	26.46
81377	0	26.51
81629	0	26.49
81882	0	26.55
82135	0	26.47
82388	0	26.47
82641	0	26.51
82893	0	26.51
83145	0	26.52
83398	0	26.55
83651	0	26.47
83904	0	26.53
84156	0	26.51
84409	0	26.46
